index,userid,user_profile_id,user_profile_profile_url,user_profile_name
50,181,934039,jonbranson3210,Jon Branson
-1,182,809165,jsp4lif42,Nftdiamondhands.eth
-1,183,75967,nolo,nolo
-1,184,297969,nhonphan,Nhon Phan
-1,185,1051911,pleasantexploit,"Pleasant ""isotopes"" Exploit"
-1,186,781766,chrismorris,Chris Morris
-1,187,614764,ace6807,Andrew
51,188,823758,keulmaille26,Keulmaille
52,189,357666,satoshiart,SatoshiArt
-1,190,914391,thebitsyndicate,thebitsyndicate
-1,191,1059303,derpyd,dave diepeveen
-1,192,810440,ladyheppi,LadyHeppi
-1,193,24069,j1234,J
53,194,907814,king_switch,King_Switch
-1,195,1059284,yaukwanho3294,Yau Kwan Ho
-1,196,381914,crumz,Cormac Rowe
-1,197,785891,maocto,ma
-1,198,840421,boredsurgeon,Bored Surgeon
54,199,289497,richardalpert,Sully
55,200,779296,dustinrba,Camu
-1,201,785883,vas_deference,Wu
56,202,10382,ng_proxy,NG Proxy
-1,203,777078,damien_,Damien Allen
-1,204,728056,houcine25,Houcine
-1,205,603166,dwaala,Geet Pradhan
-1,206,741249,vinci368,Vinci
57,207,37928,fierymaddmaxx,FieryMaddMaxx
-1,208,748181,camerond,Cameron
-1,209,981878,blackichan,Josh Powell
-1,210,1053183,tyy8424,tyt8424
-1,211,7748,10poundpp,10£pp
-1,212,763812,node1,Vinicius Cordos
-1,213,1059244,ravenwithdaddy,Angel Barragan
-1,214,313952,gumgum10,Luffy
-1,215,1059257,kirrys02,Julien Boucher
-1,216,681070,choxter1,BelleEyze
-1,217,785706,sslaff,Steve
-1,218,941415,jordaningle5578,Jordan Ingle
-1,219,987014,sonjajacobs22,Sonja
-1,220,1059178,2yeahyeah,YeahYeah
58,221,802201,saintbayview,Saint Bayview
-1,222,1056265,krimino,Krimino
-1,223,1059181,karkaa,karkaa
-1,224,833496,calipposky,Philipp
59,225,27424,scraptrades,ScrapTrades
-1,226,834039,satnyp,Petr
60,227,776947,mariomerius,Mario Guido Rossi
-1,228,814663,liamlf,Liam Lemay-Fruchter
-1,229,982410,sporeboy,sporeboy
61,230,774812,danichi_editions,DaNichi Editions
-1,231,930398,eduardogonzalez3980,Ed
-1,232,625591,bintang73,Stella
-1,233,940578,spookyexpress,Marc Goldberg
-1,234,725858,ryanmcmahill,Ryan McMahill
62,235,320139,tomuw1,Tom
-1,236,808686,tedjack,Ted Nivan
-1,237,962359,manuelschmidt9105,Manuel Schmidt
-1,238,626115,dutchbrat,Dutch Brat
-1,239,333963,buckwheatjones,ACM
63,240,746088,frapedakias83,The_Greek_Freak
-1,241,735881,octopura,OctoPura
64,242,1000795,cgeo,White Rice
-1,243,1058241,synthwavecapital1375,Synthwave Capital
-1,244,1059088,chaswarden4320,Chas Warden
65,245,308212,didier,Didier
-1,246,428065,tocity,ANTI-SOCIAL-CLUB
-1,247,1033041,arem13,arem13
-1,248,321209,isiah,isiah
-1,249,613922,mursefoo,Mursefoo
66,250,413227,dab_daddy,Dab Daddy
-1,251,954415,skydog147,Johnny B.
-1,252,12027,gcan,gCAN
-1,253,356084,frankybaby,FrankFundzlo
-1,254,1059002,huddiej,Hudson Jeter
-1,255,721935,ottovalma,otto
67,256,9218,hustler,Hustler
-1,257,342605,lobsterclaws,alex
-1,258,866886,kmontano91,Kevin
-1,259,817004,niftynathang,Nathan Gang
-1,260,5247,ckinvestor,CKinvestor
-1,261,936621,jackmowers2022,Jack Mowers
68,262,34129,johnnycinco,JohnnyCinco
-1,263,738270,tonesclonmore,Gerald Anthony McGeown
-1,264,852447,grastaman,John L
-1,265,19643,mordp,Artsy_Fartsy
-1,266,824457,bigeyestudios,P B
-1,267,1052571,andrealpar,Andre Alpar
69,268,8,griffincockfoster,Griffin Cock Foster
70,269,333208,benz24k,Benz24k
71,270,40649,space_sprockets,mr.spacely
-1,271,790705,ninjagreen,Daniele Ott
-1,272,11160,macman,JMac
72,273,582317,nf50,NF50
-1,274,19029,bitcollect,Ramzi
-1,275,725539,agent_k,Noam Konyn
-1,276,767995,romcad,Romain Cadet
-1,277,881345,jeyhess,jerome hess
-1,278,766494,giovannimotta,giovanni motta
73,279,372218,podcatlamp,PodcatLamps
-1,280,1051335,makspayn,MaksL
-1,281,16576,medved,medved
-1,282,763950,artoria,Artoria
-1,283,569791,sirus713,Tyson Sell
-1,284,1047920,prachimodi8717,Prachi Modi
-1,285,630446,sosmoonshot,SOS
74,286,435843,cl7,CL7
-1,287,1058664,thecredibleblackhulk,Ndumbi Ndumbi
75,288,963336,vonvivo,My hi global bids are not being honored by NG...there is a ghost in the machine
76,289,13884,path,path
-1,290,782542,rideordieyyz,Rideordieyyz
77,291,588599,officialsayer1,foday
-1,292,816080,heref,Harith Noor Nordin
-1,293,983749,danhconghuynh,Danh Huynh
-1,294,828591,jevin,Jevin
-1,295,934129,ktluedtke1163,Catherine  Luedtke
78,296,583511,nottodaynonono,NotTodayNoNoNo
-1,297,761371,reinhardt,Reinhardt
-1,298,1057009,joshbmw89,Joshua Stilwell
-1,299,615014,xyzzzzzzz,veryboredape
-1,300,874157,soldmangachs,Soldman Gachs
-1,301,588302,therealg,Gianni
-1,302,926514,urbanlegend3,UL3
-1,303,10538,davidariew,David Ariew
79,304,723934,luarie,luarie fermo
-1,305,31078,fomobaggins,Fomo Baggins
-1,306,402599,invisible_,INVISIBLE
-1,307,583165,primalfevr,PrimalFevr
80,308,300059,triplex,Triple X
-1,309,29920,sroseee,SRoseee
-1,310,358278,yarru,Yarru
81,311,290955,svault,Swagoshi
-1,312,838717,mikejanosi,Michael Janosi
-1,313,756717,doublerecursion,
-1,314,53720,haribo,Hari Muralidharan
-1,315,928971,churchthecat85,Nigel
-1,316,1055665,nimwick2433,Nim Wick
-1,317,1057448,raoulpal9360,Raoul Pal
82,318,5922,castorruss,Castor Russ
83,319,32281,not_han_solo,Han Solo
-1,320,749379,duke678,duke
-1,321,971341,mo2022,Mohmad Husseini
84,322,752917,crazyartist,CONNOR
-1,323,1036391,bjnstr,Bjun Star
-1,324,669161,supermaj,Majed bitar
-1,325,13978,archer9,m9
85,326,413563,gdawg,NFTEE
-1,327,285621,dimitrakis1989,jimbeam
86,328,747598,deniesgallery,DENiES
-1,329,4877,vincentvango,Vincent vango
-1,330,322916,rayzn,rayzn
-1,331,13195,sskang45,OneAndOnly
-1,332,1058454,pirate_clan,PirateClan
-1,333,80794,gm,G11O
87,334,413120,sailor,Sailor
-1,335,31798,txl1004,Txl
-1,336,765484,alexale,Alex
88,337,195974,knft12,KNFT12
-1,338,75041,space_invasion,Space Invasion
-1,339,619227,kent23,Kent
-1,340,30435,blssd,BLSSD
89,341,12970,deemacbee,deemacbee
-1,342,581501,lwena1,Ceep_02
-1,343,1033476,jasalo,Javier Lozano
90,344,18524,mullins,Mullins
-1,345,744790,plumbusa,Plumbusa
-1,346,1048300,blades,Carl Rieman
91,347,5455,szilva,B SZILVA
-1,348,38246,stirpancreamery,Stir-Pan
-1,349,282565,kennythebutcher,Kenny_the_Butcher
-1,350,12948,smirst,Smirst
-1,351,1056836,sixtypercentg,Gregg Terrence
-1,352,929755,resistantoyster,Manny
-1,353,218825,firsttimenifty,JGNifty
-1,354,773247,snakeplissken,Snake Plissken
-1,355,416222,dnam,Dnam
-1,356,588549,cebu,cebu
-1,357,11621,alexmc,Alexandre Carvalho
-1,358,74701,boliviancowboy,Nicholas D Carr
-1,359,829012,jaysor,Jaysor
-1,360,979270,caspercrib,Dean DeBroux
-1,361,111409,sfisher1111,Sfisher1111
-1,362,763765,mar17,mar17
92,363,291102,katsakiri,KATSAKIRI
-1,364,564555,chels,Chels
-1,365,1053583,cashholdins,cashholdins
-1,366,581810,apemode,LegalHustler
-1,367,346032,u94,U94
-1,368,631099,cryptokirkines,Kirill
-1,369,34403,waw,Wa
93,370,7546,simulacrum,Phil
94,371,301742,valuablepenguin,Valuable Penguin
-1,372,806938,ganon,Ganon
95,373,320845,sqx10,SQX
-1,374,833343,lberd,Lindsay Berdelle
-1,375,724901,the_greater_gatsby,Pasha
-1,376,754215,mic2swt,Mitesh
-1,377,1057081,lpsmith6772,LP Smith
-1,378,1053671,nftsntacos,NFTsNTacos
-1,379,1058239,cryptored,Crypto R
-1,380,890959,benpapernick1940,BennyBigTime
-1,381,798933,philarpin,Philip Arpin
-1,382,952270,sunabe,Sunabe
-1,383,754234,danicla,Danielle Clair
96,384,377838,gwei,
-1,385,29330,ph2l3pp,ph2l3pp
97,386,8716,ericgongandcompany,Eric Gong
-1,387,1048250,zoofooroo,mic
98,388,10918,glabuz,glabuz
99,389,18134,realtyeco,Andre BretonEstate
-1,390,11612,ondrejzunka,Ondrej Zunka
-1,391,965349,jat13,Johannes Herzer
-1,392,1058166,aadityajain3285,Aaditya Jain
-1,393,997028,rayanasser,Rayan Nasser
100,394,33464,cryptomoonshot,
-1,395,1057548,imnotbuff,Yomi Akinmulero
101,396,28257,tatatino,Alan
-1,397,879332,md691,daisyM
-1,398,725722,marcologne,marcologne
102,399,735049,malnaloh,malnaloh
-1,400,965021,charlesmivan,MICHEL VAN ENST
-1,401,683495,makeskylab,John
-1,402,1058086,stargazingwizard,SB
-1,403,1052396,lowsalad,LowSalad
-1,404,929588,joaquimjacobs,Joaquim Jacobs
-1,405,285378,karmaking,scott harrison
103,406,46258,avatar_nft,Avatar
-1,407,861655,garbm,Mike Bragas
-1,408,752805,0xnft,0xnft
-1,409,842460,jardim,Leticia Leao
-1,410,107328,diversen11,MU69
-1,411,25597,tdog,Sensei
-1,412,978042,nbirtcil,NB95695
-1,413,534123,ianb,IanB
-1,414,7470,dbfan9,Davis Fairon
-1,415,723883,mewho,mewho
-1,416,524436,furball,furbabi
-1,417,416189,juan2k4,John Z
-1,418,13956,reva,Reva
-1,419,39882,button,Button
-1,420,849943,brizzleballs,Brizzleballs
-1,421,125402,omninfts,Philip Anglade
-1,422,25716,dh4321,dh4321
-1,423,1058044,auderyc,liyen chen
-1,424,785951,nftey_hussle,PD
-1,425,46319,quadzillatd,Quadzilla
-1,426,593956,changingskin,Changing Skin
104,427,26616,sword,Abe
-1,428,334733,simpsont,Simpsont
105,429,55236,nfttko,NFT TKO
-1,430,761103,vflo,VF
-1,431,370083,kfunguy,Kenny Fung
-1,432,996092,parts_of_art,Zez
-1,433,272823,danlupi1,dan
-1,434,531441,dipesh4132,Dipesh
-1,435,601976,arthistory,Arthistory
-1,436,742282,vandy1518,Vandy
-1,437,841143,soapwingo,Simon Wilder
-1,438,1057124,falfyr,JP
-1,439,775079,jp255555,josip peroš
106,440,19952,jhenrymusic,JHenry
-1,441,1011641,lou_301,Motoki Amanuma
-1,442,978134,supermodelgamer,SmG
-1,443,803202,jkizky,
-1,444,338179,kucho,Konstantin
-1,445,236770,nfteddie,Edward Padol
107,446,12432,artofthefuture,ArtoftheFuture
-1,447,118724,farinax,TCHO
-1,448,752378,frostwood,AKW
-1,449,33036,specterbou,Hspecter
-1,450,749541,clydesdalespratan,Jesse
-1,451,64448,pauleta23,pauleta23
-1,452,287470,anneki,Anneki
-1,453,31837,jokerx4,JOKE
-1,454,750585,f-inc,Fink
-1,455,26604,bountydreams,bountydreams
-1,456,12206,supertramp86,supertramp86
-1,457,661635,ripcity7,Sean
-1,458,8188,calvarez615,u CaNt SeE mE
108,459,36313,btcangel,$BlockChain$
109,460,75746,goldstandard,GoldStandard
-1,461,26614,yapster99,Norm Yap
-1,462,297708,cmt,cmt
-1,463,40648,syddd,Illusion
-1,464,915789,jlinznft,JLinz
-1,465,750498,funkeeboy,Anthony Leung
-1,466,758261,lengaverse,Jorge
-1,467,28707,mikeee,mikeee
-1,468,623853,thematthewa,thematthewa
-1,469,794633,mattadar,matt
-1,470,117597,cloudbcool,cloudbcool#0464
110,471,25576,parisgallery,
-1,472,294910,birdiesnbombs,BirdiesnBombs
111,473,757647,deadbolt337,L
-1,474,427962,namannmarie,NannMarie
112,475,3627,nanimalisimo,Hernan Ortiz
-1,476,1003603,dlite,David S.
113,477,36486,sly,SYLVE$TER
-1,478,9509,lindakelley2020,lindakelley#3419
114,479,35324,tgoletz,Tim Goletz
-1,480,746442,nifty_gateway_collector_escrow,Nifty Gateway Collector Escrow
-1,481,940285,rajb,Varun Behl
-1,482,750397,mbmooney,Marcus Mooney
-1,483,1057645,bostondao,Boston DAO
-1,484,1057896,notrealtoasty,Toasty
-1,485,937958,tjoy9yall,halz
-1,486,9260,whykidd,Whykidd
-1,487,27322,trading09,TradingKidd
-1,488,27464,jessblaze1,Jessica
-1,489,1005388,netreturn,NetReturn
115,490,12084,exist,exist
116,491,3549,matty,Matty
-1,492,37039,farokh,Farokh Sarmad
-1,493,45749,oralhealth,cabbagelover98347
-1,494,1039021,caffioandre,Andrea Caffiero
-1,495,10391,bearbacon,Sam
-1,496,803630,katicey,Kati
-1,497,780475,davidkibler,David Kibler
-1,498,15585,federicoclapis,Federico Clapis
-1,499,780718,jumpman96,daesan_Lee
-1,500,917506,lankyboycrew,Pai
-1,501,962082,kek6910,Matn
117,502,595515,davidbxl,Davidbxl
-1,503,740806,jasonoa,Jason
-1,504,124433,nycto,Geo
-1,505,41231,strike12,Strike12
-1,506,328870,rawr,mew
118,507,618922,mannerarts,Tj manner cramer
-1,508,1057856,nene,Jimmy Arias
-1,509,603146,w3muse,Muse
-1,510,1050209,id1,Xian
-1,511,410144,hrrsn,Harrison Hayes
-1,512,1046600,superbestfriend,superbestfriend
-1,513,964008,mohamadbaker009,Mohamad  Yaacoub Baker
119,514,5893,jonthecollector,Jon :)
-1,515,338172,tokenfreak,Tokenfreak
-1,516,4151,mattm,Matt Mauro
-1,517,411929,lopesch2,chris_sandii
-1,518,784048,jatin4447,Fnu Jatin
-1,519,1040091,joeparish7685,Joe Parish
-1,520,9917,raulm,Raúl M
-1,521,861837,rtf,Rtf
-1,522,783249,jellybacon,Zachary M Teramae
-1,523,829202,keeganft,Keeganft
-1,524,1052582,charlesbellavance8924,charleyboy
120,525,14144,neongreen,NeonGreen
121,526,130533,darfv8r,DarfV8R
-1,527,788343,namecraze,Jeff Goebel
122,528,6947,cx,KRI$TINE
-1,529,724444,bluv420,Chris
123,530,632896,kalyan,Kay
-1,531,855554,stalyan,Abel Bascuñana Pons
124,532,341762,nikodemus11,Nikodemus
-1,533,959037,doellfond,Sebastian Karl
-1,534,11889,tjc,TJ
-1,535,982834,tjlcrypto,Trevor
-1,536,757761,beete,beete
-1,537,111159,davidpog,David Pogosyan
125,538,534137,ekimov,Ekimov
-1,539,4946,nytmare,Nytmare
-1,540,1026376,marlen1973,marlen73.eth
-1,541,1054166,d5ducks,Matthew Patton
-1,542,790010,morocotopo,Carlos
-1,543,593354,ashton9,Ashton9
-1,544,1045274,jameslightbown,James Lightbown
-1,545,970678,halovast,Patrizio Stavola
-1,546,966582,holgr,holgr
-1,547,824499,shaggsy_9,Shaggsy_9
-1,548,1057584,zarachak3152,zara chak
-1,549,772788,thebirdman,Justin Roman
-1,550,815635,ishtiliyanov,Shtiliyanov
-1,551,373709,babulol,Babulol
-1,552,375830,pla01,Pablo Lucena
-1,553,282520,skeetbearpig,Garrett Wesch
-1,554,58521,ganjalf_the_grey,Aris Konst
-1,555,1048106,moflo,Mo Flo
126,556,4974,polykorie,Polykorie
-1,557,585087,maron,Maron
-1,558,792956,coconut_crypto,Coconut Crypto
127,559,489521,colbyjack,ColbyJack
-1,560,13777,megasalexo,Megasalexo
128,561,283318,nfteeeeeez,NFTEEEEEEZ
-1,562,940905,sunilwagh2004,Sunil Wagh
-1,563,622315,bokchoy86,bokchoy86
-1,564,560152,c43amg,c43amg
-1,565,923631,artifaction,Artifaction
129,566,29487,dpeasner,Dapster
-1,567,1025786,homelessperson,Cardboard Box
130,568,740378,shinebright,shinebright
-1,569,1050745,qmiqo,Gunter Mueller
-1,570,388954,lezb_collector,Raven
-1,571,579417,j-peeeeazy,J-Peeeeazy
131,572,747663,stephanieg,Stephanie G
132,573,333365,91days,Wonderwhy
-1,574,956394,jonnyd0311,NFT Monsta
-1,575,366048,bibe12,bibe12
-1,576,615807,zurilite,zurilite
-1,577,1057451,davetorres9312,Dave Torres
-1,578,1057323,dryptopian,Christopher Lalan
133,579,4485,goldweard,goldweard
-1,580,884799,vopernivus,copernicus
-1,581,925271,pleckerling,Peter Leckerling
-1,582,952650,azerath36,Tom Otulakowski
-1,583,628894,fibs,Fibs
-1,584,879588,chidz,CHIDZ
-1,585,652635,shiftynifty50,moya byrne
-1,586,4749,devin,Devin
134,587,12395,tmg8,Terry Gammon
-1,588,1022761,sato081,Sato081
135,589,538475,blu30rgy,blu30rgy
-1,590,974596,jamesteets3942,James Teets
-1,591,812872,caliloca,CaliLoca
-1,592,884357,thundercat_82,Adam Roberts
136,593,42143,ynwa,ynwa
-1,594,879346,jasonb4324,jason b
-1,595,963087,9006,
137,596,3680,frontrowme,Frontrowme
-1,597,723447,saga1113,Gavin Landon
-1,598,758825,larrylegend,larrylegend
138,599,33302,sxk430,sxk430
-1,600,969238,wrrwu,chung ting Wu
-1,601,29712,jjjj,jjjj
-1,602,813676,hectorh07,Hector Herrera
-1,603,1057383,anotherusername,Florence Hughes
-1,604,817723,tankyou4themint,Gary Tallz
-1,605,46327,moonbank,moonbank
-1,606,897102,klwrtysa2,klwrtysa2
-1,607,873039,chrshlld7,Chris
-1,608,724462,bostonbob,Boston Bob
-1,609,5090,profesachaos,Loren H
139,610,9344,tkizz,TKizz
-1,611,763885,jan_goes_web3,JJ
-1,612,515810,conxito,FZ
-1,613,768478,mariati,Luca
-1,614,1057316,harishrm7940,hARISH RM
-1,615,945407,random331,Penny
140,616,4852,colleen186,Winifred
141,617,12064,tre,Tre
-1,618,561637,sbalagula,Steven
-1,619,932625,edmccall1966,Edward McCall
-1,620,38895,pretohf,Preto HF
142,621,293520,buddyfox33,BUDDY FOX COLLECTION
-1,622,31929,drkboy,Drkboy
-1,623,345151,rtficl,Artificially Intelligent
-1,624,929348,justin4135,JN4135
-1,625,859090,mark3313,mark roberts
-1,626,310844,ethiopia,Maharba
143,627,787640,jaxson7253,Jaxson
-1,628,1034848,robertscalise55,Robert Scalise
144,629,310022,pinkforest,Elphege Fremy
-1,630,969923,topend,Peter Doupis
145,631,851624,highbeamsluciddreams,Malik
-1,632,1057178,gen2000,Gen2000
-1,633,581827,underoath72,Patrick McGinnis
-1,634,38305,rockyc,Rocky Chen
-1,635,26130,danonthemoon,Daniel Im
-1,636,7398,ryantalbot,Ryan Talbot
-1,637,109334,rwr2,Rodrigo Rezende
146,638,283497,aeek,AEEk
-1,639,627683,diivee,Denis V.
-1,640,970191,argon,Arsenio Gonzalez
-1,641,6716,beak,beak
147,642,740327,runkel82,Momster
-1,643,941134,maseissa,Mase Issa
-1,644,1055831,n1ft33,Bing Shen
-1,645,816110,e4ixz,Kihoon Jin
-1,646,746675,luckyybear,LuckyBear
-1,647,653521,perch,Perch
-1,648,941906,december,December
-1,649,438138,garmor57,garmor57
-1,650,1056179,crypticgoku4906,Cryptic Goku
-1,651,828825,gonetosea,Adam
-1,652,989555,diewithjoy,diewithjoy
148,653,11434,iave_cvs,iave_cvs
-1,654,966171,cryptoroger,Crypto Fahrer
149,655,386347,philocious,Philocious
-1,656,593923,onyro,Anthony Kyriazis
-1,657,873170,cammykeysnfts,CammyKeys
150,658,340209,nftartgallery,NFT Art Gallery
-1,659,937350,sdtech,Matthew Bloom
151,660,2973,ekaitza,EKAITZA
-1,661,1057048,shreyashirday6400,Shreyas Hirday
-1,662,827317,scottjacques,Scott Jacques
-1,663,6894,abana,abana
-1,664,13071,thankyoux,THANKYOUX
-1,665,1029335,mhus786,Munawwar Hussain
-1,666,589180,engelenf,Engelen
-1,667,1056772,punkbill,PunkBill
-1,668,10598,ptardigrade,Purple Tardigrade
-1,669,914518,geoffjgregoire8058,Geoff J. Grégoire
152,670,7650,jasonebeyer,Jason Ebeyer
-1,671,399697,golfballa,CW
-1,672,958010,bguzman2727,Bernardo  Guzman
-1,673,615304,aylaelmoussa,Ayla El-Moussa
-1,674,1043184,marketing0g61,John Wardley
-1,675,29629,eloy_dp,ELOY DIEZ POLO
-1,676,1042748,medusa379,Joshua Schley
